S10024EU,False
S10028F4,False
S1002B3D,False
S100294F,False
S1002285,False
S1002EQX,False
S10026IJ,False
S1002C9G,False
S1002CP6,False
S1002EQU,False
S10026ZT,False
S1002863,False
S1002AQI,False
S1002BP0,False
S10024T4,False
S1002ECJ,False
S1002B26,False
S1002CB5,False
S1002EFI,False
S1002E20,False
S1002C3C,False
S1002AUW,False
S100261J,False
S1002ASP,False
S10025ZZ,False
S1002BXB,False
S10027S7,False
S1001ND0,False
S1002APP,False
S1002DR8,False
S10028OY,False
S1002CM2,False
S1002E6M,False
S1002DXN,False
S1002DP3,False
S1002DLH,False
S1002DPQ,False
S10025OH,False
S1002CD9,False
S1002AG8,False
S10023LJ,False
S1002BSB,False
S1002B4D,False
S10025CW,False
S1002DPI,False
S1002EH2,False
S1002EBF,False
S1002BPU,False
S1002AFM,False
S100292G,False
S100261R,False
S10028JK,False
S100250L,False
S1002BBJ,False
S1002AD3,False
S10029WO,False
S1002636,False
S10027V4,False
S1002AAE,False
S10027UF,False
S1002CSZ,False
S10027FX,False
S10024O6,False
S1002AFP,False
S10028SY,False
S1002BEN,False
S1002BDP,False
S1002BMN,False
S1002CT2,False
S1002E5R,False
S10022NB,False
S1002ES4,False
S100261O,False
S1002EBY,False
S1002DSL,False
S1002CHB,False
S100253B,False
S1002DZ9,False
S1002EKA,False
S1002DAQ,False
S1002AI2,False
S1002EHR,False
S1002C81,False
S1002B3I,False
S10025A9,False
S10028QE,False
S10028AX,False
S1002DFY,False
S10020V6,False
S1002DH2,False
S1002D4Z,False
S1002DNB,False
S1002AE1,False
S10029LS,False
S1002DQR,False
S1002AV4,False
S100219U,False
S1002DUD,False
S1002D8A,False
S1001X18,False
S1002CDR,False
S10025CV,False
S1002ESS,False
S10029V3,False
S1002DTS,False
S1002EKT,False
S1002ET5,False
S1002E0F,False
S1002C7E,False
S1002E2E,False
S1002EFB,False
S1002DET,False
S10021GC,False
S1002ETF,False
S100251J,False
S1002EKJ,False
S10025IX,False
S1002623,False
S1002ACN,False
S1002E7U,False
S1002ETD,False
S1002DYW,False
S10026JP,False
S1002DUL,False
S1002ES8,False
S10024NO,False
S1002D3L,False
S1002CFE,False
S100252C,False
S10027X2,False
S1002BPX,False
S1002EA2,False
S1002DK2,False
S10025BK,False
S1002DMS,False
S1002ABJ,False
S10028SJ,False
S1002DLM,False
S1002EA6,False
S1002A71,False
S1002BNR,False
S1002EQ9,False
S1002DSP,False
S1002DM1,False
S1002BAF,False
S1002DPS,False
S10026DG,False
S1002BVR,False
S10024I2,False
S1002BOL,False
S1002E7Z,False
S1002E1F,False
S1002E5H,False
S1002E9J,False
S1002E40,False
S1002CU6,False
S10025WE,False
S10027WR,False
S10026SR,False
S1002E6S,False
S1002CI4,False
S10029I4,False
S1002ESY,False
S10024VT,False
S1002APH,False
S1002CNH,False
S1002BC7,False
S10025B6,False
S1002EGG,False
S1002EDE,False
S10029VC,False
S1002EJM,False
S1002EH0,False
S1002CLI,False
S1002DBK,False
S1002EW4,False
S1002EBW,False
S1002BXA,False
S1002EVX,False
S1002ELA,False
S1002DXL,False
S1002ERK,False
S1002EKP,False
S1002EWI,False
S1002DZA,False
S1002BNM,False
S1002EWA,False
S10028YK,False
S10029XL,False
S10026YY,False
S1002DZV,False
S10025XH,False
S1002EUM,False
S1002DRI,False
S1002C51,False
S1002B08,False
S1002EWE,False
S1002736,False
S1002ETX,False
S100265Q,False
S1002EY0,False
S1002DXW,False
S1002API,False
S1002D1H,False
S1002EXQ,False
S1002E6J,False
S1002DDT,False
S1002EXV,False
S10028VC,False
S1002AZB,False
S10028ZA,False
S1002CAR,False
S1002AHD,False
S1002B21,False
S1002EZ1,False
S1002B79,False
S1002DC1,False
S1002CRP,False
S1002D01,False
S1002EC7,False
S1002EYH,False
S1002F07,False
S1002DTX,False
S1002E21,False
S1002EYZ,False
S1002E4G,False
S1002EK9,False
S1002F0J,False
S1002D9L,False
S1002BMT,False
S10029EB,False
S1002F1N,False
S1002F1G,False
S1002DXE,False
S1002F08,False
